Project_Complexity,Team_Size,Required_Skills_Count,Avg_Team_Experience,Days_To_Deadline,Current_Workload_Factor,Is_Delayed
5,2,2,7.4255760529148835,10,0.7247572012819521,0
2,7,3,4.337980505348771,52,0.8959412811978065,0
1,6,4,14.18543100070218,28,1.9217553497704996,0
2,5,2,9.45242003988559,44,1.0506992529653976,0
3,8,2,2.473712274725954,27,1.8615229178287303,1
2,7,1,9.017559421993653,58,0.9569537484403651,0
2,2,1,8.008132452276183,42,1.3148301415507413,0
2,5,1,12.978244517057888,14,0.5307156250432968,0
4,5,1,8.4297326566893,20,1.2828126655603653,0
3,6,4,4.573254080819968,15,1.4554130159159455,1
2,9,2,10.459016894108439,36,0.8514576490057668,0
2,5,3,8.596056335498123,49,1.3684057643080356,0
2,3,1,4.2626247957362144,10,1.4707516580764783,1
1,5,1,9.03079001120071,28,1.5303291175726348,0
4,6,1,12.501498090455605,37,1.6646049830331546,0
1,7,3,1.399992848136146,57,0.9670088643941248,0
4,6,1,9.831914541031564,55,1.3516654346478174,0
2,8,3,5.894192740981489,16,1.9723685446468917,1
3,6,2,5.097400240631938,31,1.8472162559977359,1
5,2,2,6.496228505055558,42,1.9289981421475497,1
5,3,2,5.788317299471744,22,1.079204597792857,1
2,9,4,12.651347493918182,49,1.6803921588449926,0
1,2,3,4.847169350750608,43,1.4298469276405217,0
3,7,1,11.264142323492194,59,0.6241026245933616,0
4,4,1,2.316837483200242,17,1.735970583735598,1
2,7,1,14.319549214781818,57,1.515651914536047,0
3,3,1,9.712432921479724,44,0.7983760392729002,0
3,5,4,10.894060078623841,34,0.619607836144192,0
4,6,1,5.172550649322314,57,1.755533195972496,1
3,4,4,6.769351961913605,53,0.6183527442368015,0
1,3,3,4.132897407793667,45,0.637030798049655,0
1,2,2,14.055505201231135,56,1.141112431856473,0
1,6,1,7.833462259419288,17,0.7021967426292156,0
3,7,2,9.82627361921186,38,1.870504396164079,1
1,2,3,11.279808427430016,40,1.205425904394855,0
4,3,3,6.195485275393546,34,1.3537264709818573,1
3,3,1,11.081423163547978,29,1.8921591342171311,1
5,7,3,10.463894856588762,6,1.295394838457523,1
3,4,2,10.879230674235252,40,1.0303867189359779,0
4,7,1,7.84921860286458,22,1.6957326587237478,1
5,5,4,6.36112335208264,9,1.164275296212816,1
3,2,1,4.109150634925857,23,0.9777041384034582,0
1,4,2,12.544768939212501,46,1.5848441879083017,0
2,6,1,9.516900651443502,22,1.7024085149195645,0
2,8,1,7.22093074536493,36,1.6875742513764072,0
1,5,2,14.21594269394856,25,1.9665116211930613,0
2,4,1,1.6697433750985433,14,1.680000423312444,1
2,8,1,12.902407232870665,41,1.6549001539230295,0
1,8,2,14.966156301243613,53,1.7862278806043304,0
1,2,3,13.417189552360142,26,0.5002777929431642,0
3,3,2,12.346112198618753,17,1.043647116781656,0
3,6,1,6.240283907688545,59,1.606404644051633,0
1,7,4,4.238398551672109,21,1.399578516665416,0
4,2,4,11.287907286994415,13,0.7663580039474265,0
2,5,2,5.264055128039958,28,0.9555996336328181,0
3,9,4,3.4645555501695897,48,1.0051889166231602,0
2,8,1,12.011362419450277,18,1.351742166758474,0
5,5,1,5.375611131314111,50,1.7473974446616145,1
1,8,2,13.802184212822738,12,1.8987376696665197,0
4,3,1,12.768857027467753,59,1.6251386192804587,0
5,9,3,12.866964613129571,41,1.7644255852652146,1
5,3,1,11.801976164781566,23,1.2051439376772741,0
5,6,2,13.332339932846313,32,1.084662979433431,0
1,7,3,12.280456490493682,50,1.0890627982163255,0
3,6,3,9.435159090046202,45,1.4240577925099356,0
1,3,4,5.141518060146084,34,0.6863550583337135,0
3,3,1,13.434928704998086,11,1.3692412741853919,0
5,5,2,12.768450718824687,30,1.4976992902755883,1
5,3,4,7.620310510947631,44,1.1583631103093581,0
4,9,4,1.5471016040273726,50,1.9297507651567511,1
3,9,1,9.939612183626789,58,1.412319908569363,0
5,4,1,1.7083559514721443,50,0.8299992083549378,0
2,8,2,13.967919465877701,15,1.2188243861502743,0
4,2,4,14.462837592754298,18,1.513106655702941,0
1,3,2,3.6528620425944593,25,0.9854436868707185,0
4,6,4,10.469451292768738,12,0.6194624094335348,0
2,7,4,2.2917660638786788,7,1.3751534520663276,1
3,8,4,11.21323700002371,32,1.92180525292952,1
1,8,1,5.8620273261374445,33,1.2276079783447607,0
1,7,4,10.534701564226234,27,1.8591636209705569,0
3,7,4,6.22027112883049,22,1.752535382557541,1
4,8,4,3.0379451376653,39,0.721119175450975,0
5,4,3,6.68553972703581,17,1.5622548827533562,1
4,6,1,2.5774293728870603,16,1.1531982876079676,1
2,4,3,9.076365849677241,51,0.8753694878944054,0
5,3,1,1.5733214500927168,54,1.5304075335000547,1
4,2,2,8.382475514398037,9,1.613991077984632,1
3,7,3,13.409161059337572,43,0.7698444781022582,0
2,9,2,12.730225781671079,15,1.8716670230843127,0
2,6,4,13.358943794770955,15,1.6267208659271615,0
2,7,2,13.908683229779502,51,1.9000632487129532,0
5,4,2,2.463390430259719,46,0.9756098281455365,0
1,5,2,2.802460840259983,51,1.9090025236144803,0
5,3,2,8.7980952883838,35,1.0527764867575713,0
4,2,1,13.51561735794201,35,0.5809546421410876,0
1,3,3,14.640892391336429,17,1.644454083063535,0
4,5,1,1.6476668427599994,18,1.5552622161325114,1
1,2,1,5.980837178809242,53,1.3968664883949986,0
5,5,1,3.9805195652399084,49,1.2348406165762609,1
2,3,2,11.583521885037474,46,0.5482479054839471,0
3,4,1,9.962714159518448,29,1.4368958772802314,0
2,8,3,2.678432440773836,37,1.1252519228341904,0
5,3,1,7.769308943109601,37,1.3403141041114175,1
1,3,4,10.59616731319808,19,1.1439820129514544,0
2,3,2,11.906075514936527,20,1.9490841991477985,1
5,6,4,1.2807379369761194,48,1.4061633517262706,1
4,5,3,13.466574035774457,42,1.623854495903701,0
3,9,3,8.969939361307341,10,1.904520421206625,1
2,5,3,12.366727609438666,48,1.3873989843751096,0
1,7,3,12.311132420199968,29,0.5180937767336011,0
4,5,1,3.657937243793568,19,0.5514375174658135,0
5,7,2,2.542409683550863,8,1.5535076511527928,1
3,6,3,11.098021765633574,8,0.9186277042269253,0
1,4,4,3.1899768635026673,34,1.369069591021923,0
5,7,3,12.899124879666132,38,0.8034157716360034,0
5,3,2,11.166652774069473,31,0.9053733125925711,0
2,4,4,12.785555101113676,35,1.2569615839221129,0
2,8,4,5.186177514530845,36,1.9633541950341231,1
1,6,4,5.432372845747967,48,1.4244057338137874,0
5,5,1,10.397101788848447,43,1.9042221567695348,1
2,7,3,1.4402433708252655,56,1.9390697815804212,1
3,9,1,11.170954448723917,13,0.8121649946307612,0
3,3,4,12.700962991964417,45,0.9667904037034167,0
5,2,1,6.812290212457456,12,1.6549884218280562,1
2,8,1,11.708303621238562,18,1.8001460034370158,0
1,2,1,3.444552837751667,37,1.2788401162842917,0
1,4,3,5.511645513472786,27,1.9898391009208238,1
1,5,4,14.640269483546684,25,0.5173582981329055,0
3,9,4,14.808594429841767,59,0.9493889833778235,0
2,2,3,8.176470742302232,16,1.4347426306168698,0
2,4,1,14.079777080494276,6,1.2039348664062244,0
3,6,1,8.318229492795965,17,0.6749044496432011,0
1,4,2,5.082233794256203,8,1.0516806282208453,0
1,8,2,4.7365900333828055,24,0.5381707149425585,0
5,9,2,14.013079875154084,54,1.4641190691129191,0
4,9,3,3.4142494456340273,55,1.839113814494533,1
2,4,4,9.114854414825455,52,1.8273111856751882,0
2,8,2,8.777350952878075,18,1.5493167106483199,0
2,4,4,11.354703585141928,34,1.1986552932468912,0
4,9,4,7.9894007053468465,33,1.2680474280372347,0
5,9,4,4.811999249913879,12,0.7053782359934944,0
4,3,3,3.3715509948420994,16,1.0115256396788046,0
1,4,3,9.691463249082485,45,0.7815921132474104,0
1,7,3,11.065870595945263,42,1.7318003050249318,0
2,4,3,8.973297901548456,30,1.8721308520069395,1
3,9,2,11.336917879696726,54,1.3053848921301756,0
2,3,1,2.981296834299442,6,1.591646060769416,1
3,3,1,13.354582729203898,59,0.6821971563606912,0
4,6,1,9.153537117719043,44,1.4128019649158576,0
1,8,2,2.77581497649636,18,1.554186532066769,0
3,5,1,7.4669528588802905,10,1.1791521942671013,0
4,2,2,12.82708433012276,46,0.8649096267060479,0
1,2,2,13.565870708344242,44,1.8160617808120871,0
3,4,2,4.705093069982661,35,1.6143630799305837,1
2,6,1,10.957721545946344,21,1.8497859227737925,0
2,4,4,2.3997934647728734,29,1.7276039712467353,1
2,2,1,1.4696421997702094,36,1.985561644368294,1
4,8,1,8.845585353479198,16,0.7882590998216734,0
2,9,3,10.727586110593762,53,0.6301216517059611,0
5,8,2,12.141014236471028,17,1.0055041870058878,0
1,8,4,5.763027338374686,23,0.6935062625348883,0
4,3,3,1.0913557460044179,48,1.2846951693593365,1
2,9,4,7.713269319558953,52,1.4495433581116137,0
1,5,4,1.2219496352299377,29,1.3674329227601056,0
3,9,2,2.287783149391199,35,0.8888602030854051,0
2,6,1,5.573646315444477,41,1.8632360464531952,1
1,3,2,7.120408693842481,29,0.5317585456030677,0
5,5,2,4.91257217721508,20,1.0220200306452394,1
3,6,3,9.14611373106591,42,1.5784887130970915,0
5,6,2,1.7748970490533327,47,1.6503933895237393,1
1,2,1,3.024115943354186,53,1.1241778166477898,0
5,3,4,10.73361761057607,27,0.5253647198845506,0
1,6,2,2.9899719503708484,18,1.427065518685606,0
1,7,4,9.956852821985914,10,0.5946420217748236,0
5,8,2,1.7655846905471178,29,0.6617836642302717,0
1,6,4,6.703351907667965,27,1.475376079469285,0
2,5,2,3.483732581696553,47,0.9687324892142822,0
1,2,3,2.53490795549261,16,1.0220452290623794,0
4,4,4,8.938458969017185,17,1.230210615474865,0
1,8,2,13.996700808078705,40,1.967867592289061,0
4,2,2,1.7670186709296836,43,1.9481633311080657,1
1,4,3,6.901759475052479,38,1.1243914990401127,0
1,3,3,10.905496128436212,10,0.8982488258274233,0
5,3,3,7.477629643629578,42,0.9538882289961736,0
2,6,4,12.290943245473432,54,0.9031719472424062,0
2,7,4,3.515034422097844,56,1.2983687107126711,0
3,3,3,14.434318870388367,44,1.4102897117013928,0
5,9,1,6.392276788815567,12,1.233169082344499,1
5,6,1,5.781974861219852,12,1.1119915433722285,1
2,8,2,13.244481123044322,44,0.8169275563549067,0
5,2,1,8.894138446484732,37,1.22375838707317,0
2,3,2,8.230220786639501,38,1.011654070703687,0
5,9,4,11.177690873398033,48,1.3123931941975144,0
1,2,4,9.117679335935264,19,1.512784123267436,0
2,2,1,3.275219026599615,40,1.4499682616549159,0
2,7,4,10.438766720109015,39,1.19373531560839,0
4,3,3,2.8685643099497984,50,1.3340786364199415,0
5,2,3,12.282007874676868,26,0.9272841964411396,0
5,7,1,14.856312367971793,27,0.5363603885335846,0
2,7,1,6.283426749646868,44,1.4375291812521562,0
1,3,2,7.226582574828176,49,0.8788528387065304,0
1,7,4,1.6500711767593723,59,1.5034305651024118,0
1,3,2,1.192264633156096,55,1.620512749395439,0
5,9,2,13.899870688268587,26,1.8738916191556716,1
4,3,3,2.8007368461486886,9,1.9371841932194194,1
2,4,3,7.240902465832585,35,0.5157890694645522,0
3,2,3,12.414964733977861,17,1.9855613140319561,1
4,9,3,13.450462638996473,32,1.5245274777412414,0
3,5,2,8.271567593968546,24,1.4652862405612839,0
4,3,3,8.910455349663298,37,0.5228196427930332,0
1,2,4,10.375575614485815,20,1.7918501178301063,0
5,8,3,14.459354582012013,33,0.7182371708717395,0
3,7,3,9.437379453223071,27,1.7559952308995614,1
4,6,3,8.832653632388848,28,0.523343819388074,0
5,3,1,1.2034778937238695,38,1.468946393748742,1
3,7,4,2.133295828312985,11,1.1522023006547417,1
2,7,4,9.080402772735948,42,0.8011500935890027,0
4,7,2,14.107365429300845,41,0.6613420876556512,0
2,7,2,13.13367887759153,8,1.1601915448194897,0
1,7,3,14.756104921890865,38,0.6849587079821371,0
2,3,1,8.389676525857837,46,1.2296699175365713,0
2,8,2,12.031033138128736,26,1.4378255879792783,0
4,5,2,12.765604640850766,9,1.7410762904110373,1
1,4,3,10.072443202632066,54,1.5179741557742998,0
2,7,3,5.742498659003101,46,0.5977996500592258,0
5,7,2,7.579698085209122,27,0.9611487988217557,0
3,4,2,13.010839011409947,58,0.9319679118987506,0
2,8,4,5.179670963750295,19,1.8725486352066265,1
1,9,1,13.93240383773308,35,1.8016730665891454,0
2,8,4,4.217288779917311,13,1.0552218775256255,0
3,9,2,11.49322981219493,47,0.6067328838238717,0
1,3,4,9.827829280840337,57,1.8411609767071,0
4,2,4,11.494392175690672,29,1.8322849294462809,1
1,6,2,7.122866014056328,29,1.7821191980460875,0
4,6,3,14.056974875755785,53,1.7676224566032523,0
1,2,2,9.854610833760683,25,1.220381001629232,0
3,3,3,5.036141263759588,13,0.7661474783743973,0
3,6,2,9.93837098913001,59,1.2162320756936416,0
1,8,2,5.0154204608984365,52,1.2418966560041973,0
2,4,2,5.110853484638239,42,1.2348976298672911,0
3,2,1,6.59437916269215,26,1.3081588791726741,0
4,8,3,12.934025845967666,47,0.8864855344867326,0
4,5,1,8.004170241515888,27,1.0493617717004224,0
5,3,2,10.504611791222903,53,1.1512798879452042,0
4,2,4,6.487548363842482,8,0.6966818142747497,0
5,6,1,4.69047615729634,33,1.1830462018422507,1
1,3,3,14.36496225002724,19,1.7157044256043894,0
1,4,2,9.450137459722876,5,1.7420893140993146,0
1,3,1,14.075318740158057,58,1.1173456578515455,0
2,3,4,3.8477820307764103,34,1.2782124681265303,0
2,4,1,3.0565182947810587,33,0.550475498202585,0
5,7,3,12.98152069973465,24,1.5116488347028953,1
4,4,1,10.53284097664152,37,1.1069088244202945,0
4,8,4,3.6120989895509785,45,1.1682165246250187,0
1,3,4,4.771035809289529,48,1.810509090769647,0
3,9,3,12.209295181354356,40,1.1927516518409125,0
2,4,4,7.354160679943105,26,0.5317883693417791,0
2,7,2,10.387567091085272,17,0.8412363363035935,0
1,8,4,5.456928309904153,11,1.2134309214623884,0
2,9,2,6.337219338848274,12,1.1365944391228036,0
1,9,1,14.86997582072347,32,1.7905552059207208,0
5,2,2,4.466639220446059,49,1.31320626395925,1
4,4,2,8.090389278511196,47,1.5344536128726816,0
3,4,1,12.82163280466745,13,1.2039849455652052,0
4,3,4,4.349124991322012,29,1.1594836010887475,0
4,8,2,6.8129925935806295,20,1.169430002711527,0
5,2,4,9.611278023179835,14,1.1163823545407583,0
2,5,1,7.736634120651435,15,1.3078750787813052,0
3,5,3,7.433031731984444,35,0.8756651026304055,0
2,6,4,6.075136238509731,16,1.8365827907627312,1
4,4,4,9.21304858884895,35,0.9996283221408093,0
1,4,3,9.741217770930543,18,0.7212857512660202,0
4,2,3,10.146053572619076,55,0.6448257178966177,0
2,7,1,1.9851535106844105,48,0.5201343726801915,0
4,5,4,9.834478459968684,36,1.1342841178502923,0
1,6,4,14.345320502937259,54,0.781416482818137,0
5,2,1,8.573807297393172,57,0.5324718538808719,0
2,4,4,11.01373915512942,21,1.2800293194342856,0
4,5,2,8.79425230862905,39,1.5199678229761422,0
2,8,2,12.966368660287701,5,0.6286265763666565,0
5,6,2,14.014163324365965,33,1.1913811593794894,0
4,3,4,3.57907859014903,55,1.61544301790112,1
4,5,2,7.116040511799772,8,1.9787102315126377,1
2,6,2,6.493349413058098,27,1.5007855169638413,0
2,2,1,6.673011726189902,32,0.8672593262142809,0
1,3,1,2.757338537190263,20,1.5748304596684992,0
5,6,3,12.39062016373007,16,1.396894140229745,1
1,6,3,1.5007274022090935,57,0.8176989328723216,0
4,9,3,8.395172508180197,25,1.7766662387713321,1
2,9,3,10.266297432625677,49,1.1411066408414012,0
4,9,1,3.9045721328242804,21,1.942966482101189,1
4,4,1,13.681902689383138,44,1.584351511171667,0
3,7,1,12.739688898347103,17,1.4668447319477331,0
3,5,2,7.595172212774954,56,1.5925292562148428,0
4,4,2,6.756085052761942,36,1.2171455282273322,0
2,8,3,4.3119509529554,41,1.2578397167025108,0
4,3,2,11.219905145029491,54,1.7768110781671158,0
3,7,4,2.844413194847498,19,1.5213928049652543,1
2,6,1,10.523328553812963,16,1.8458649877874627,1
4,4,3,12.79439780565779,53,1.8362401303614029,0
5,9,3,4.198602062838332,19,1.9647350510663737,1
5,7,4,13.129983640582587,38,1.5503219882680013,1
4,8,2,1.4665247921531184,10,1.253452576492613,1
2,5,3,13.779023395411356,21,0.7494675503136236,0
4,8,2,2.657071189918172,52,1.558070839471126,1
4,3,2,10.040628491132457,53,0.9373665751398961,0
3,2,4,4.501154564795185,24,0.9244213520559968,0
5,4,3,12.711733476374594,13,0.8574316646721021,0
3,9,2,8.172205052816532,9,1.8126830860271754,1
3,3,2,2.893376677451019,27,1.8019466700232374,1
4,2,4,8.993881998563698,37,1.4464556673050872,0
3,9,4,6.710356542757764,42,1.2094714720561037,0
5,9,2,10.260269432583415,18,1.5081716901481985,1
3,9,4,13.346645986688433,21,1.410844175447586,0
5,4,2,6.731447836567859,23,1.123601372485081,1
3,3,3,5.058329513474035,37,1.0694463012284516,0
5,9,1,1.2032113233865231,5,1.0741914622180253,1
3,8,4,9.047746530038248,17,1.3837001047340574,0
3,3,1,6.63184674404007,50,1.4715040341812389,0
2,7,2,6.245089066207602,31,1.1776126302731629,0
5,8,2,3.561094497978975,10,1.9530371753195646,1
5,4,2,7.020774832677841,10,0.6257685770067216,0
5,9,1,14.782187350167156,37,1.0205705389306656,0
1,3,2,5.168558151411421,34,1.1286120246881615,0
3,6,4,9.395861787713404,50,0.5253820151974147,0
5,4,3,11.870816338419335,39,1.0474357815023376,0
1,3,3,11.488209524471444,27,0.9105648757592638,0
2,7,4,5.60284002489627,14,1.2590544053412212,0
5,9,3,9.552041169235906,55,1.0046158207749039,0
5,2,1,13.197705593782201,23,1.5892732024196918,1
1,9,2,1.2162639882630912,55,1.2648987431114729,0
3,2,2,7.1002809958063064,32,0.6946433502443965,0
2,6,2,4.139827855386674,27,1.6250919862165207,1
5,4,1,6.440852065583745,8,0.6488433441240149,0
3,7,1,6.8238545116533835,24,1.758573752119036,1
2,3,1,11.453393507012917,23,1.897133291129329,0
4,3,4,2.313506213536204,46,0.9836679352772808,0
4,2,1,8.176174643855147,31,1.8892139498943963,1
2,7,3,8.898727085182434,38,1.6895122386838075,0
1,8,4,7.918206449725261,8,1.8836534165056549,1
2,6,4,11.246225542878081,42,1.4994052053812714,0
2,2,4,6.373077582695863,11,0.8534660591321328,0
1,2,1,14.229538890961065,52,1.8417848553664589,0
1,6,4,7.745248195545179,11,0.7763976142561155,0
3,4,1,8.996994734607165,54,0.8195908265263032,0
3,3,1,12.557431526854492,56,0.9065944852105456,0
1,4,4,4.853305483035714,30,0.956369467229877,0
4,7,2,2.0528284026792347,30,1.2717194631965458,1
4,8,2,10.908975697074755,58,1.5701860406510662,0
2,9,4,7.762165977677301,23,1.8893122616010256,1
5,5,2,13.551059513425926,13,0.6326563810032537,0
2,5,3,14.757520682114077,24,1.931554043342354,0
2,5,3,6.587530908046208,46,1.8819844506452201,0
5,6,1,6.816146227635252,49,0.5809989382715584,0
1,2,2,6.71147643088017,54,1.040481706537344,0
4,8,3,5.543757536232966,20,1.7197150854490046,1
2,4,4,11.943619368729564,58,1.4173648182191017,0
5,9,2,11.625940674870186,21,1.6686409150726556,1
3,3,3,7.701028187707347,26,1.5785500081848314,1
2,5,3,1.6252570293045825,17,1.2451551696907455,0
4,4,4,5.333830221183028,16,0.5618270689275493,0
1,5,1,5.092242651767725,14,1.3764023030967516,0
2,8,4,12.355221446803618,5,0.5728499795889439,0
2,5,1,2.226058027826446,36,1.4055900763026963,0
5,3,3,12.279455306597859,34,1.7006162937405174,1
3,9,1,10.368571130788002,12,1.3774876230528779,0
3,7,3,11.25418042782629,25,1.9955327068425457,1
1,7,3,7.050984626190329,26,1.1837997502706497,0
4,8,2,10.516161144024615,22,1.623241195405981,1
1,7,1,9.526405225896822,6,1.5008199376128613,0
2,6,1,11.765722733200812,52,1.987147537337132,0
2,2,1,7.25477768255553,48,1.5698285076156577,0
3,6,4,7.619558748548234,13,0.7460460971890841,0
4,4,2,10.010067118357483,7,1.9332765596258614,1
5,6,2,2.513084911329436,58,1.501665839668642,1
4,4,2,7.107422277100442,30,0.5890073462095848,0
2,4,4,14.607311833637278,25,1.4863524586769188,0
5,2,1,1.5257324808406385,34,1.8246791100121627,1
4,3,1,5.424066120129513,32,1.3655627929850376,1
4,9,1,5.39753746725119,40,1.0310294570480167,0
5,8,2,9.868497669300817,30,1.731364451105924,1
2,2,2,2.4812050319379586,38,1.6737680123087442,1
4,8,3,9.799616432304056,12,1.3162732313469512,1
5,7,4,2.3305633691226717,14,0.7315426548438505,0
2,7,4,2.329351063856634,52,0.876479728284772,0
5,6,2,11.194567000638752,59,1.6077259582791585,0
5,4,3,5.537892433659149,47,1.7091232480923912,1
4,5,1,14.683921267992469,54,0.9188979170614846,0
2,5,2,1.522941110097769,58,1.05197761578018,0
4,8,4,7.231493292051917,18,0.6164478278746928,0
1,4,4,2.583903127436331,44,1.5701929225497497,0
1,8,4,5.919305534613521,59,0.5053663169000471,0
2,2,1,14.975114308526708,19,0.5698122818286021,0
5,3,4,13.443795164339445,21,0.5065161016761348,0
4,9,1,1.6765417239755567,57,1.4679793750064252,1
4,2,1,8.885581813559568,22,1.1260806915508197,0
2,4,1,10.0695122675421,36,0.9463201420149954,0
2,4,2,3.9334847353017595,42,1.8690515155356655,1
1,3,1,3.0314780275503033,27,0.78920419201491,0
3,8,3,13.661335885317328,50,1.0840520155721007,0
2,6,4,14.563430180767273,27,1.9104677013916276,0
3,6,2,14.886500002474985,39,1.1406598442555635,0
2,3,4,12.056664832284884,43,1.3320405284705867,0
5,6,1,10.2890289716736,19,0.6205052998542313,0
5,5,2,5.840223530701971,57,1.6852495803401935,1
1,6,3,3.399576372546534,28,1.1341381656323573,0
1,6,1,2.1057283911272435,32,1.700772686897725,0
3,6,4,10.706164559720888,20,0.8806964638339883,0
2,5,3,11.986127812511016,20,1.133718125842115,0
4,8,1,12.570351134369721,44,1.6798234045475156,0
1,6,3,13.79271004625318,43,1.9608166505654596,0
4,7,1,13.31901389093723,10,0.5894382865809034,0
4,5,2,14.996377811613296,6,1.7186842661283563,1
2,3,1,4.416896153541518,58,0.9510336014406653,0
3,2,2,11.686306612970949,17,1.3261149213366084,0
2,3,1,9.210433173247168,48,0.9351383974261218,0
1,2,1,4.657431854350153,51,1.4201682088519854,0
4,9,4,14.746674512017199,13,1.0307042459659632,0
2,3,3,13.57057346683953,38,1.0004223364665221,0
2,7,3,2.79921935821763,21,0.5569074694039033,0
2,2,3,1.3662167925278779,31,0.7204406088557174,0
1,2,1,10.636630672657477,33,1.8756172982982182,0
3,4,1,9.457828803991491,41,1.9974161433098696,1
2,2,1,14.101418737556044,47,1.6707808638044097,0
1,2,2,4.2760740202451775,26,0.9302189371602302,0
4,4,2,2.181431270529819,55,1.1036677076653887,0
5,6,4,4.629014672807811,28,1.6092551823591241,1
1,6,1,1.2649869671604883,11,1.9527703353247972,1
5,4,3,1.502498516645054,38,1.1832067560940513,1
2,5,3,13.808009282890634,52,1.744283622932562,0
2,9,4,5.928232155026296,16,1.9626033838980754,1
1,2,3,6.751326014135529,27,1.8102097565840065,0
5,2,4,1.2572031635334617,19,0.8407246201569905,1
2,4,1,4.787304922405852,37,0.5120477958134344,0
4,4,3,12.266163772380034,17,1.2381225580826227,0
3,5,1,9.61687343533407,27,1.2970412475429003,0
3,7,2,11.552928415209815,42,0.8018755468267544,0
2,6,3,7.260992371112991,36,0.9270115879202265,0
5,3,2,5.33620910451862,49,1.6477297412728205,1
2,7,3,7.759341306597184,54,1.2055208880697006,0
5,8,1,5.522994957680517,39,0.976031125400385,0
4,6,4,12.745595353436952,5,1.4339390410428792,1
5,2,1,5.16743201829984,51,1.479139633964188,1
2,8,1,10.236690966343172,49,1.6540936652612033,0
4,7,1,2.9177511123333897,9,0.7350639436443787,0
1,4,3,10.616130912288739,17,1.6122758784904854,0
3,5,4,13.786195962400473,58,1.3991425881656279,0
2,6,2,9.520164164958716,9,0.5863577979541956,0
2,5,1,8.83797532048268,36,1.6661684423801166,0
2,8,3,14.455655752302963,55,1.0746204219997777,0
4,6,2,9.783551774421849,25,0.9955714014944563,0
1,9,1,4.633706065823156,28,1.1721127273724514,0
5,9,2,5.0934743338683655,22,1.0192626159591935,1
1,7,1,10.874292995502982,25,1.0074283883148636,0
4,2,2,11.296112314490609,58,1.7121165015509383,0
2,9,2,5.248947245046213,14,0.6867578815485385,0
3,9,4,5.834815690968623,28,1.955900101786188,1
2,3,4,14.874791122347219,44,1.332397466561515,0
5,5,1,2.427335694123884,51,0.7743859976319694,0
3,5,3,6.66503039816139,25,0.6968232243975298,0
2,9,4,1.8742654367651044,29,1.3872642982024739,0
3,3,2,12.495097067975374,56,1.449499165770392,0
1,5,4,2.2928417452360517,27,0.5795386565447161,0
4,5,4,10.436102990477956,26,0.8645028711931787,0
2,6,1,1.7907679360487487,8,1.6931928818322008,1
5,6,4,10.419970529335675,38,0.5744369416152882,0
1,3,4,12.802517256987846,10,1.782632995859054,0
2,8,2,6.583501376936804,32,1.4872437147895003,0
1,2,4,8.309770908050476,35,1.1516348890448072,0
5,7,2,6.6215843320739545,39,1.0196492734563738,0
2,9,4,5.2068426208569445,43,0.5288734457733409,0
5,9,4,12.245687608779795,46,1.7378224186277647,1
3,7,3,4.808036032233856,27,0.7140827809528072,0
5,9,4,11.121207941452258,10,0.9643129877931321,0
3,9,2,3.8867591095728313,20,1.3536604705442057,1
2,8,2,4.497953145096615,6,0.8689889001068813,0
3,5,1,5.710456276080972,28,1.245710695628302,0
2,2,1,9.248189283513035,21,1.7140142431080534,0
2,9,3,7.361912468233576,49,1.2058069021854123,0
4,3,2,11.432027337589485,5,1.923466016179394,1
2,8,2,3.9899422047066926,10,1.7712509305645125,1
3,9,2,1.1494120298836776,9,0.9995588530450913,0
4,3,3,11.87180460499308,49,1.0999431868759066,0
4,6,2,12.503090674321014,59,1.1349900905337909,0
2,5,1,1.8327222835174537,54,1.439269179386772,0
5,4,3,9.55270531021755,33,0.9301935937828096,0
5,9,1,6.294894974223091,16,1.953873708233763,1
4,3,1,12.114539172723235,43,1.4130263309052513,0
2,8,3,13.241803758750699,51,1.0991024881117002,0
5,5,4,12.914052735161487,7,1.4675147232373509,1
2,2,4,11.88085946291193,52,1.0931075157945616,0
2,8,1,4.7667312023902815,5,1.7266935214691284,1
4,6,4,12.366455009956434,31,1.351761440827582,0
4,7,2,8.468698662688098,52,0.5629557551091005,0
1,9,3,1.7385926076492715,28,0.7651353011351911,0
5,2,1,7.397143898575486,48,1.797490959544302,1
5,3,2,14.190210838419906,23,1.3443497395351849,0
5,9,4,13.430030896297737,12,1.9255152147708576,1
3,3,2,2.4316999339596244,59,0.6086334692910271,0
2,2,4,11.417773600001183,48,0.9428909451289609,0
4,3,1,12.281100123415285,51,0.7903150598593589,0
5,8,2,4.799434635314707,6,1.3307604383431042,1
1,5,3,7.602519990375292,34,1.0741892466198641,0
5,3,1,10.95383118049156,34,0.7359103011145898,0
2,6,2,7.1465808434960705,53,1.4641278709393204,0
2,5,2,2.5791568641320772,43,1.3044475486957796,0
4,8,4,10.882354225544102,49,0.9121043769444515,0
3,9,1,13.762941656294249,36,1.2196570366735666,0
4,4,1,10.134786197686205,5,1.6186074725617843,1
5,9,1,11.833210479966475,42,0.8079075118259877,0
1,3,1,6.017075499209599,17,0.9393586200525936,0
4,3,4,3.5647754317728877,15,1.0191664806411727,0
3,6,3,9.998831262656095,14,1.6200896558015474,1
4,8,1,5.588796881777064,52,1.7703838993263605,1
2,6,4,13.041029265857098,30,1.0645827446624163,0
5,7,3,2.716792699692092,59,0.9449312927508773,0
